county,fips,year,sex,All,mage_bothsexes,age04,age59,age1014,age1519,age2024,age2529,age3034,age3539,age4044,age4549,age5054,age5559,age6064,age6569,age7074,age7579,age8084,age8589,age9094,age9599,age100104,source
Tulare County,6107,2006,w,207930.0046,,19548.60087,18389.69039,18860.51479,16575.53129,16095.42148,14253.5259,13343.37973,13338.46313,13681.7131,13069.97094,11595.52454,10031.25461,7482.16807,5840.41233,5026.16862,4312.299146,3371.079177,1965.305216,873.1956039,248.5759913,27.20967436,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tuolumne County,6109,2006,m,29888.48089,45.39899277,1271.761582,1421.48415,1753.266115,1822.615965,2008.192878,1845.81344,1666.812753,1926.659601,2111.64573,2397.543361,2508.679004,2414.116694,1834.074428,1466.303062,1235.021371,1007.535885,711.0031629,342.6195621,122.2274751,18.54919309,2.555475357,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Tuolumne County,6109,2006,w,26669.51911,,1159.072036,1325.412001,1576.20071,1521.12213,1366.975431,1122.602532,1035.828417,1290.964554,1696.483932,2210.586355,2440.961321,2297.301434,1853.674709,1562.274844,1328.509114,1165.356104,905.5393529,525.1634279,222.8556124,55.01098643,7.624108161,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Ventura County,6111,2006,m,398712.8942,35.39315681,29276.5933,30089.57739,33041.18731,30941.83568,28700.68325,26134.62463,25897.14491,28972.82902,31436.49679,31378.01017,27003.58222,22738.85421,16144.80178,11479.2528,9145.387708,7130.18091,5179.965584,2823.763553,991.0248752,192.0256946,15.07242525,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Ventura County,6111,2006,w,402512.1058,,28386.17077,28698.71191,31234.75483,28102.23929,26078.25395,23910.7852,25518.39654,28614.96307,31912.77653,32208.99295,27891.37904,23768.83561,17236.13035,12937.0254,10743.17476,9541.818165,8105.140373,4757.005221,2198.19285,600.2100774,67.14890304,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yolo County,6113,2006,m,93036.91866,29.09600649,6175.334198,6140.202484,6452.963075,11281.05811,11466.72095,7071.920093,5946.356847,5872.752576,5978.631225,5908.534385,5508.539941,4640.543923,3147.335086,2281.93427,1774.628547,1487.169087,1086.33749,550.8350436,202.6350038,57.24984591,5.236470294,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yolo County,6113,2006,w,97772.08134,,5947.918907,5760.359104,6122.734905,11608.74077,12375.04553,7485.93901,5776.256477,5991.890701,6324.109348,6321.694943,5861.435713,4904.097362,3461.133411,2581.842822,2134.442548,1864.354958,1725.390687,963.1647666,417.1523244,133.0893091,11.28774813,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yuba County,6115,2006,m,34799.81547,31.39265523,3140.005437,2836.874747,2911.153922,2883.950803,2753.855193,2637.436998,2233.448528,2280.956596,2459.517694,2388.341061,2139.261931,1834.238533,1246.927911,1005.576397,820.3636463,580.3785713,379.4976306,195.2747682,60.75159875,11.62024259,0.383262872,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Yuba County,6115,2006,w,34418.18453,,2926.594399,2701.528086,2751.366346,2682.398038,2653.844751,2451.09588,2160.783534,2139.68948,2360.180027,2453.366076,2116.565533,1848.431468,1372.059496,1127.388813,884.4918016,748.916041,522.4060104,344.5026687,134.3687784,34.36067446,3.846626257,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
California,1,2007,m,18179623.59,34.53279019,1318976.377,1309760.364,1399716.267,1431175.142,1411132.844,1344840.852,1285743.136,1364333.95,1368717.773,1348034.622,1182430.484,996670.4563,726005.8257,526988.8038,409669.8343,333052.3372,239754.3136,129579.6727,43450.70793,8776.39457,813.4320398,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
California,1,2007,w,18372905.41,,1262908.711,1253584.411,1332665.068,1331088.484,1310582.269,1273553.24,1250171.466,1331218.968,1348888.351,1354401.541,1226538.898,1058145.035,793392.3968,601222.4785,495091.6026,438365.3509,363823.6745,219956.5544,96312.08101,27576.81736,3418.012071,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alameda County,6001,2007,m,724098.693,35.73962004,49945.02776,47828.16775,49473.1104,53018.31609,53003.74527,55137.07564,55776.27519,59030.60371,57635.30266,56328.49843,50125.56588,42467.17925,29941.29519,20385.18173,15512.39499,12159.2818,9102.120025,5043.554788,1793.29384,363.4831924,29.21940035,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alameda County,6001,2007,w,752302.307,,47746.63261,45576.20563,46956.41475,51241.14448,52196.54186,55958.34054,56785.40246,58905.55312,58363.56001,57494.85229,52535.0189,46396.14953,32966.46582,23711.03078,19157.55107,16754.0831,14790.53626,9156.519892,4185.626954,1264.914148,159.7627961,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alpine County,6003,2007,m,649.4435929,44.37027725,42.66030739,29.91571298,30.81740314,34.91543802,31.63365265,34.76314324,27.66317639,42.69810843,49.63199381,61.43013143,79.35394223,61.843629,43.66078733,25.65005588,25.79970002,16.18750415,5.347508312,2.483199064,2.63819269,0.35000673,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Alpine County,6003,2007,w,598.5564069,,37.8471495,42.79587071,34.44760208,26.73838447,36.07240905,29.82976497,23.11426435,36.41415799,45.36601225,58.97077094,60.26156093,63.35967663,35.19438993,24.73510121,19.15430313,15.44177848,3.022019505,4.288505101,1.013450243,0.280005384,0.209230007,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Amador County,6005,2007,m,20877.97215,46.15885903,770.5361659,828.3788104,1246.112766,1584.616496,824.2477857,1215.82174,1168.456949,1432.298496,1728.38225,1843.175578,1754.292325,1718.042982,1404.379404,1075.906148,790.0705683,666.1856425,486.1865638,242.9313848,75.97807343,18.94051817,3.031503232,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Amador County,6005,2007,w,17207.02785,,782.9876512,846.5104014,1080.484017,934.0266114,604.1217159,662.6061505,666.3869205,825.5625625,1091.534587,1391.260419,1551.810275,1638.292273,1370.628052,1071.967491,825.8675857,716.3537176,585.9199017,348.6693788,153.9956849,50.01920592,8.023245628,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Butte County,6007,2007,m,107088.0403,36.32855119,6202.779636,6102.241352,6384.15325,11761.59653,10880.81407,6790.295708,6205.954589,5920.089652,6256.174516,7123.848981,7373.113914,7011.381848,5220.425875,3867.679518,3200.849876,2712.401559,2165.991127,1345.608563,466.5194206,87.1024232,9.017857643,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Butte County,6007,2007,w,110026.9597,,6074.642023,5721.864238,6096.399105,11122.28955,10023.97239,6287.140803,5712.367868,5806.646177,6544.062491,7386.227166,7828.239022,7359.033317,5588.674278,4460.719649,3720.010413,3538.299825,3314.15466,2148.89709,988.0093818,271.5768316,33.73345714,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Calaveras County,6009,2007,m,22796.14176,47.59073006,1028.772693,1261.153433,1700.191852,1289.712947,1144.095342,893.9281383,858.1300518,1098.990704,1458.727484,1865.172739,1974.036012,2112.357673,1827.608284,1490.475147,1140.431765,809.938952,527.4760426,233.1211627,67.35420104,12.99160218,1.475533191,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Calaveras County,6009,2007,w,22841.85824,,999.7572785,1199.319282,1500.409513,1151.426833,992.848251,838.9471805,852.3818571,1170.469295,1459.705355,1970.311349,2218.819283,2098.071363,1810.429397,1482.486736,1091.292465,830.2207034,605.0341217,355.6517106,163.1430422,48.52953075,2.603694918,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Colusa County,6011,2007,m,10782.07447,32.81436892,943.4625192,861.1406352,1006.551943,805.3042886,797.0613124,720.2582643,669.1426454,696.9609532,693.2962735,741.0418851,713.4278485,611.0488188,460.6477982,345.7455529,244.5597661,216.6881738,141.9407407,73.7869779,30.7650804,8.4910052,0.75198841,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Colusa County,6011,2007,w,10336.92553,,850.1192958,873.4352837,880.399682,694.4601704,704.421693,679.2211317,645.1056914,668.166945,659.2664101,725.4712502,664.0980847,582.9911397,456.8064371,339.2432428,259.7824717,249.0146846,200.9119135,129.7293592,52.78511688,18.22714752,3.268377929,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Contra Costa County,6013,2007,m,498501.1729,37.68129277,35497.17256,36819.38146,40086.72938,33584.43949,31684.67894,30180.50445,30879.52804,36608.80141,39919.58905,40717.93271,36772.92391,31902.71522,23267.42001,16258.3979,11894.39719,9553.024977,7167.770454,4044.332585,1355.80398,279.2158615,26.41331979,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Contra Costa County,6013,2007,w,522749.8271,,33900.02619,35564.07035,37683.33194,31282.71324,30616.34051,30412.97487,32239.56805,38525.39989,42047.69157,42964.10356,38985.07583,34647.97449,25839.35459,18292.81142,14376.92286,12815.7138,11221.53373,7115.955259,3171.043125,926.1616412,121.0602183,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Del Norte County,6015,2007,m,15782.77446,38.22541778,816.41745,847.0359319,1005.940308,1008.745685,1122.524576,1307.271202,1354.533326,1318.26336,1344.338271,1281.58642,1084.026525,970.8815194,699.617255,520.3611261,375.6800031,340.518295,230.9166024,107.9909697,36.88389638,8.998304882,0.243430841,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Del Norte County,6015,2007,w,12697.22554,,746.2417081,855.8818274,955.1234396,842.5062993,725.3786954,671.2526113,650.0497333,692.1029954,885.1198208,1035.374204,1019.861733,900.7668383,728.518219,562.94055,455.1466576,409.8182768,293.2126185,157.5388242,85.23227644,23.62616665,1.53204869,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
El Dorado County,6017,2007,m,88573.24781,42.14148763,5309.929436,5839.167645,6978.796564,5871.699188,4941.952653,4245.632515,4240.427527,5360.396185,6638.957963,8092.904421,7791.601956,7169.28142,5183.227819,3658.959748,2795.334062,2024.925571,1417.352796,732.2364326,223.4364482,50.74062036,6.286844814,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
El Dorado County,6017,2007,w,88621.75218,,5114.590339,5574.078935,6636.459511,5160.903746,4328.098316,3959.153574,4204.282033,5531.274518,7062.509242,8514.85632,8012.566461,6958.039856,5153.02478,3743.122206,2766.273889,2333.611982,1826.467831,1163.455086,444.5464225,116.5907521,17.84638736,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Fresno County,6019,2007,m,449745.832,30.23486688,39550.49707,37670.20449,40444.02418,40237.59281,37395.32692,33926.242,30104.30655,29497.22403,29731.08208,29488.03629,26176.85511,22143.65594,16056.5708,11525.78081,8843.949648,7218.260006,5531.033328,2960.025604,985.0928085,234.7748949,25.29667739,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Fresno County,6019,2007,w,450080.168,,37776.24026,36202.16576,38455.64977,38184.97181,35168.69669,32054.43777,28433.84694,28675.84012,29310.04972,29537.54668,26664.32453,22866.3467,16943.70887,12874.55533,10780.5998,9978.949358,8208.35865,5033.500801,2185.067934,662.9033038,82.40714395,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Glenn County,6021,2007,m,14142.321,34.70767282,1072.525894,1131.474743,1320.726659,1104.663665,911.558735,918.5625367,844.0631374,878.0905527,922.9111323,961.8009744,958.5044392,835.1502741,639.6179276,538.266109,390.4397534,307.5283726,220.9841856,127.5763135,49.22173383,8.196125658,0.457734745,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Glenn County,6021,2007,w,13870.679,,1027.020058,1087.912862,1212.462166,1003.671682,813.6716846,820.1995309,833.3327863,853.8560199,926.0359887,945.492811,918.9889977,814.8531353,637.0700835,530.1431846,431.2727375,412.7496545,301.0849064,184.949467,81.01248979,26.64992632,8.248828164,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Humboldt County,6023,2007,m,66233.42619,36.80993775,3793.51836,3664.772228,3786.299307,5354.928213,6073.906578,5450.04998,4551.26984,3990.294766,4025.978332,4774.08589,5130.307151,5071.459137,3342.970374,2347.74914,1653.24173,1375.074117,1031.22409,597.6395315,176.2166207,39.9548952,2.485913089,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Humboldt County,6023,2007,w,66423.57381,,3651.479456,3456.563217,3607.584191,5365.986292,5671.943295,5095.317664,3924.740338,3556.437471,4002.429262,4993.529445,5411.264942,4988.713021,3387.405924,2429.917842,1942.863459,1796.633976,1514.379829,990.2117034,472.0967285,144.6884954,19.38725567,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Imperial County,6025,2007,m,86048.13976,31.4015606,7014.884893,7081.387756,7380.795582,7311.377139,6935.068574,6596.215025,6212.134939,6269.161184,6067.748702,5807.184943,4987.061957,3971.535589,2765.845385,2276.199994,1951.024138,1725.503763,1097.62615,421.02846,132.313163,40.7110848,3.331337902,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Imperial County,6025,2007,w,80845.86024,,6890.520177,6581.003314,7212.973962,6515.437421,5705.299762,5068.816061,4980.093604,5331.026201,5574.224535,5512.036637,5179.351028,4135.341801,3117.15612,2568.386142,2220.996807,1958.994476,1339.689907,656.1936627,233.3040497,59.59679745,5.417774376,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Inyo County,6027,2007,m,9186.251542,44.91933894,524.7824334,537.7245056,626.9894506,544.1272678,516.3387053,474.9930752,433.0151102,480.7872939,577.2709341,779.8398083,796.6481526,767.3839028,584.4174623,469.0984376,382.0279731,300.4148378,221.307105,110.8612395,42.99437115,13.64160976,1.587866667,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Inyo County,6027,2007,w,9260.748457,,471.3775507,509.5248403,634.673293,482.4290163,510.2470585,443.3922538,400.6623971,472.9587379,605.0747446,775.8327005,809.5178258,716.2305053,558.5655585,435.8447258,412.288092,380.3875386,333.0972333,195.1618526,78.5119846,29.73358775,5.236960021,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kern County,6029,2007,m,415434.6802,30.13394689,36140.98101,34315.9975,36826.08419,35937.50056,35438.37588,32143.80729,28806.43576,28785.63538,29357.84665,28748.93321,24615.97565,19126.31882,14038.53564,10625.13052,7929.667781,5803.19764,3970.170862,2035.796378,660.6693288,113.6295867,13.99060155,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kern County,6029,2007,w,390363.3198,,34884.39858,33000.17475,35081.48264,31603.07113,29265.1642,26780.16567,25116.4164,25398.4643,26310.98657,26886.66154,23335.21759,19242.50463,14742.90784,11244.00375,9072.088788,7600.991953,5822.859071,3233.638321,1377.973773,328.4412088,35.70704998,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kings County,6031,2007,m,86105.57048,30.95409984,6339.385496,5908.680605,5662.641673,6514.648364,8098.50993,7956.43908,7746.895616,7737.822613,7450.864611,6600.058402,5042.14384,3597.229674,2406.604202,1754.945445,1271.346729,937.7660254,640.3370919,294.4040051,110.516344,32.70696828,1.623766103,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kings County,6031,2007,w,64272.42952,,5996.664791,5646.253618,5558.758274,5213.668413,5121.371157,4796.840145,4374.769175,4190.521241,4348.085168,4185.537002,3492.774703,2931.517584,2215.271452,1771.633115,1490.925027,1208.888571,898.0558156,516.4816037,238.8509836,66.4000912,9.161589374,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lake County,6033,2007,m,31962.25663,44.24486735,1840.836082,1859.713809,2288.504896,2056.870245,1851.581057,1629.263923,1441.2838,1707.939676,2044.325779,2567.477222,2612.004234,2692.349159,2147.068733,1612.571026,1318.744318,1048.911391,732.6697676,366.2271585,123.0458316,19.56522785,1.303297292,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lake County,6033,2007,w,32023.74337,,1716.638698,1745.789267,2108.528441,1907.431644,1653.398168,1454.496762,1401.0509,1801.470601,2170.758428,2586.048167,2786.633849,2621.567548,2121.68174,1656.28194,1387.642016,1154.248457,907.5182243,548.5446273,224.6191279,57.92898022,11.4657798,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lassen County,6035,2007,m,22909.96088,35.7063294,848.617316,935.7378027,1028.55779,1557.633588,2445.970994,2621.331186,2345.425342,2248.464929,2064.264649,1849.986429,1434.141739,1196.925282,769.7637423,517.6437122,399.6274034,308.8947604,205.5927687,85.43982399,33.16447358,12.38691458,0.390234058,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lassen County,6035,2007,w,12839.03912,,724.5677145,882.1645932,1067.512861,833.3543092,759.4181083,658.4593804,710.4632024,816.3102257,939.2595488,1043.445616,1089.118681,955.6457764,662.9479834,491.5121237,351.7731632,325.3732992,286.0112822,154.8505317,60.64863787,24.13435944,2.067721605,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Los Angeles County,6037,2007,m,4819699.698,33.96878347,341485.1101,349979.1615,378290.5752,380695.0119,379166.8644,373728.1144,363335.6572,382028.754,368451.5399,350779.4757,302897.6351,246532.8559,179252.7837,132383.5346,102379.5067,82941.89529,59841.40361,31873.63584,11089.37367,2345.020374,221.7889491,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Los Angeles County,6037,2007,w,4954194.302,,326926.9995,334705.1832,361836.7702,362531.7606,362471.6666,362009.2933,361367.5702,377635.7182,368928.9959,358667.9037,321731.169,271885.4288,203748.8785,156388.7155,129089.743,113644.9094,92428.28439,55569.13742,24579.38429,7217.73785,829.0525529,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Madera County,6039,2007,m,70617.1268,32.52907409,6085.590189,5971.211912,6502.225537,6088.217792,5221.777161,4674.925027,4327.64046,4336.965421,4390.659599,4489.912745,4217.852468,3934.607482,3010.844773,2391.972341,1903.34805,1473.516036,962.7058485,446.5404888,150.6530983,33.71888278,2.241492629,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Madera County,6039,2007,w,76188.87319,,6050.892161,5564.383912,5842.712113,5566.03285,5581.484646,5437.810888,5124.005382,5388.528591,5546.641972,5489.493609,4780.00483,4148.328517,3192.420672,2526.20755,1979.95917,1672.939769,1251.166867,675.8322465,276.2481341,79.81749654,13.96181932,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Marin County,6041,2007,m,122743.0285,43.49698405,7567.823627,7280.734481,7418.080213,6006.013317,6179.252725,6128.403761,7083.314174,9650.653791,10339.6321,10654.43691,10412.11531,9964.303999,8048.997203,5137.908356,3705.507587,3012.217876,2229.279137,1339.941252,474.5688286,98.68310154,11.16078616,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Marin County,6041,2007,w,126058.9715,,7183.562364,7176.442491,6973.119411,5089.580829,5159.174754,5170.660092,6638.460312,9311.207689,10389.18071,11102.9925,11355.81595,10952.34987,8645.101462,5727.138222,4145.418342,3787.902506,3393.744834,2332.375953,1135.104648,345.6609488,43.97758024,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mariposa County,6043,2007,m,9317.169911,47.068068,384.4488273,469.0834256,542.1579719,525.1838454,512.3870663,449.2179795,410.8790298,460.7030629,643.2978037,821.6182725,854.1717464,864.0422725,690.1774842,578.7969449,437.6430298,338.9659395,207.6587337,96.99786143,23.30290583,5.915794365,0.519913471,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mariposa County,6043,2007,w,9058.830088,,398.19837,435.8677857,582.9976158,463.526144,449.2064565,384.5147574,364.1239019,441.2012407,613.0718002,841.9935266,839.0964337,793.7318296,668.5758475,545.454407,444.8277767,329.3717765,250.7431962,130.597423,66.05995933,12.1471932,3.522646979,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mendocino County,6045,2007,m,43758.56913,40.85200872,2672.743632,2733.986217,3050.405925,2889.37838,2923.985798,2777.025557,2556.009908,2725.523515,2721.069929,3219.294492,3465.811697,3758.058861,2774.749674,1766.207005,1308.737139,1021.676426,768.3105104,423.7619638,167.9223546,30.79270113,3.117447997,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mendocino County,6045,2007,w,43887.43087,,2655.601383,2632.007221,2798.046965,2565.487424,2679.404845,2477.269955,2308.023437,2525.118937,2669.99719,3344.487918,3747.604895,3906.346207,2789.014973,1818.777053,1404.985641,1250.441386,1147.589778,721.4226861,341.8199497,94.60959574,9.373426402,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Merced County,6047,2007,m,125183.9314,28.97964508,11654.11553,11091.78336,11912.36655,11737.21493,10586.27949,8989.232958,8127.073945,8088.494379,8248.889244,7990.677494,6834.164523,5743.656769,4264.043414,3163.575733,2572.690023,1940.847534,1276.189258,697.4671689,215.3148878,48.24356643,1.610675867,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Merced County,6047,2007,w,124354.0686,,11097.32398,10611.70898,11025.51497,10838.94824,10009.48571,8525.99772,7951.857299,8003.153191,8157.607085,8035.927514,6897.881739,5785.732415,4561.564534,3523.414834,3033.221274,2511.722475,1922.669346,1131.943315,504.6285135,197.1953631,26.57005897,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Modoc County,6049,2007,m,4846.480722,44.87650594,271.2642821,270.4092026,373.9882405,249.7533657,275.2676593,216.8654858,251.4785612,290.0810918,285.136387,355.6744504,382.3358892,440.0244043,333.0300376,287.1689059,208.6525719,166.4533785,100.5839543,60.88916208,22.70287576,4.720815944,0,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Modoc County,6049,2007,w,4743.519278,,248.555215,267.4309583,321.1324406,242.0496704,256.2328031,218.2487142,202.6321389,246.4864735,326.0961149,380.7394795,391.5654371,421.0614073,341.9668483,260.6255983,199.445836,169.2083045,143.0975949,73.35143874,22.08413888,10.00069306,1.507972149,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mono County,6051,2007,m,7663.871016,37.07413912,454.5470526,397.1761058,393.3940568,430.4766172,742.308564,660.8562285,576.5599989,558.7134456,566.7037621,681.4754741,621.6225155,553.3489163,397.9561718,251.5061373,167.6729289,139.037428,50.31711712,11.67887326,4.490230159,3.814944266,0.214447621,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Mono County,6051,2007,w,6548.128984,,423.2787496,412.9839102,394.3163534,363.7285591,531.2919074,459.8754584,431.4366215,438.2606101,542.0362336,627.4179293,579.3489899,460.3073057,317.0629376,246.9815873,143.4832835,92.06678982,48.72756788,21.18683237,10.46192027,3.643033001,0.232403877,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Monterey County,6053,2007,m,209704.3378,32.58663231,16858.07471,15228.91167,15607.49259,17144.46201,17332.48616,16948.6614,15757.53406,15589.86455,14945.31146,14469.2429,13116.46205,11105.39356,7783.757458,5372.862866,4134.581158,3706.596612,2529.68472,1442.00938,511.4654589,109.0318454,10.45120675,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Monterey County,6053,2007,w,198191.6622,,15917.79712,14579.05268,15191.77695,15005.65005,14660.93496,14249.583,13264.37152,13255.44942,13060.46603,13658.41474,12504.41589,11123.863,8215.789361,5931.715101,5082.317162,4788.849418,3946.527107,2365.082526,1045.224808,309.0047618,35.37658759,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Napa County,6055,2007,m,66423.50988,39.19573779,4211.254938,4408.005285,5043.175302,4731.941634,4258.694416,4147.737652,4060.524773,4473.135932,4748.11285,5028.310645,4795.479774,4598.802195,3479.210609,2400.7956,1925.718568,1620.312922,1256.308695,832.4693539,324.6977582,72.90338108,5.9175965,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Napa County,6055,2007,w,66731.49012,,3903.805857,4222.903296,4899.885703,4155.346541,3719.239869,3657.104554,3733.011092,4370.70198,4818.004419,5104.742651,5077.42221,4604.632669,3656.165627,2602.028828,2217.558541,1996.995494,1930.067589,1307.037732,580.918874,150.567626,23.34896895,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Nevada County,6057,2007,m,48700.45407,46.30851617,2315.620684,2785.327397,3496.244058,2868.528418,2497.098721,2316.505725,2285.917362,2680.399,3110.579255,3868.075365,4276.983513,4671.618068,3517.849736,2585.11164,1893.358217,1575.586689,1117.01446,644.7640057,163.2031215,28.41595101,2.252682832,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Nevada County,6057,2007,w,49779.54593,,2239.20237,2557.220977,3275.892966,2585.255717,2148.587805,2017.153573,2076.412719,2639.829006,3336.169684,4355.377641,4809.396623,4681.079078,3593.467123,2645.261917,1929.747615,1780.131932,1556.019773,980.8296465,442.2452193,110.4940149,19.77052898,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Orange County,6059,2007,m,1469222.634,35.35430614,103894.7372,106917.0023,114128.5617,111170.2457,108677.3787,103125.0019,103177.27,116603.5884,117347.466,113889.759,95493.96261,78908.44101,59564.49305,43638.83036,33171.43109,26617.59586,18812.36948,9914.725387,3414.51064,692.6373162,62.62652639,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Orange County,6059,2007,w,1496600.366,,99049.10521,102364.85,108605.1398,104388.062,100445.8945,97781.13378,102807.6744,116936.8851,117156.5314,114113.2343,99206.72504,84894.6604,65605.21447,49379.82025,40208.73248,35410.77534,29548.56218,17967.76406,8094.139781,2333.786545,301.6746432,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Placer County,6061,2007,m,161223.7083,39.05924265,11584.69588,11543.28286,12541.26906,10448.09511,9835.108792,9366.691876,9131.895286,10996.09359,12194.42179,12885.69609,11573.99613,10620.48237,8391.158162,6282.596417,5046.593224,4008.399546,2714.804413,1482.099557,473.0593234,94.45632097,8.812515873,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
